Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2
ODI # 2931,England,South Africa,Winner2ndInning,Port Elizabeth,"Nov 29, 2009",England,South Africa,Away,Home,Second,First
ODI # 2932,Sri Lanka,India,Winner1stInning,Rajkot,"Dec 15, 2009",India,India,Away,Home,Second,First
ODI # 2933,Sri Lanka,India,Winner2ndInning,Nagpur,"Dec 18, 2009",Sri Lanka,India,Away,Home,Second,First
ODI # 2934,Sri Lanka,India,Winner2ndInning,Cuttack,"Dec 21, 2009",India,India,Away,Home,First,Second
ODI # 2935,Sri Lanka,India,Winner2ndInning,Kolkata,"Dec 24, 2009",India,India,Away,Home,First,Second
ODI # 2937,Sri Lanka,Bangladesh,Winner2ndInning,Dhaka,"Jan 4, 2010",Sri Lanka,Bangladesh,Away,Home,Second,First
ODI # 2938,Sri Lanka,India,Winner2ndInning,Dhaka,"Jan 5, 2010",Sri Lanka,Bangladesh,Neutral,Neutral,Second,First
ODI # 2939,India,Bangladesh,Winner2ndInning,Dhaka,"Jan 7, 2010",India,Bangladesh,Away,Home,Second,First
ODI # 2940,Sri Lanka,Bangladesh,Winner2ndInning,Dhaka,"Jan 8, 2010",Sri Lanka,Bangladesh,Away,Home,Second,First
ODI # 2941,Sri Lanka,India,Winner2ndInning,Dhaka,"Jan 10, 2010",India,Bangladesh,Neutral,Neutral,First,Second
ODI # 2942,India,Bangladesh,Winner2ndInning,Dhaka,"Jan 11, 2010",India,Bangladesh,Away,Home,Second,First
ODI # 2943,Sri Lanka,India,Winner2ndInning,Dhaka,"Jan 13, 2010",Sri Lanka,Bangladesh,Neutral,Neutral,Second,First
ODI # 2944,Pakistan,Australia,Winner2ndInning,Brisbane,"Jan 22, 2010",Australia,Australia,Away,Home,First,Second
ODI # 2945,Pakistan,Australia,Winner1stInning,Sydney,"Jan 24, 2010",Australia,Australia,Away,Home,Second,First
ODI # 2946,Pakistan,Australia,Winner1stInning,Adelaide,"Jan 26, 2010",Australia,Australia,Away,Home,Second,First
ODI # 2947,Pakistan,Australia,Winner1stInning,Perth,"Jan 29, 2010",Australia,Australia,Away,Home,Second,First
ODI # 2948,Pakistan,Australia,Winner2ndInning,Perth,"Jan 31, 2010",Australia,Australia,Away,Home,First,Second
ODI # 2949,Bangladesh,New Zealand,Winner1stInning,Napier,"Feb 5, 2010",New Zealand,New Zealand,Away,Home,Second,First
ODI # 2950,West Indies,Australia,Winner1stInning,Melbourne,"Feb 7, 2010",Australia,Australia,Away,Home,Second,First
ODI # 2951,Bangladesh,New Zealand,Winner2ndInning,Dunedin,"Feb 8, 2010",New Zealand,New Zealand,Away,Home,First,Second
ODI # 2952,West Indies,Australia,Winner2ndInning,Adelaide,"Feb 9, 2010",Australia,Australia,Away,Home,First,Second
ODI # 2953,Bangladesh,New Zealand,Winner2ndInning,Christchurch,"Feb 11, 2010",New Zealand,New Zealand,Away,Home,First,Second
ODI # 2955,West Indies,Australia,Winner1stInning,Brisbane,"Feb 14, 2010",Australia,Australia,Away,Home,Second,First
ODI # 2956,Netherlands,Kenya,Winner2ndInning,Nairobi,"Feb 16, 2010",Kenya,Kenya,Away,Home,First,Second
ODI # 2957,Canada,Afghanistan,Winner1stInning,Sharjah,"Feb 16, 2010",Afghanistan,U.A.E.,Neutral,Neutral,Second,First
ODI # 2958,Netherlands,Kenya,Winner1stInning,Nairobi,"Feb 18, 2010",Netherlands,Kenya,Away,Home,First,Second
ODI # 2959,Canada,Afghanistan,Winner2ndInning,Sharjah,"Feb 18, 2010",Canada,U.A.E.,Neutral,Neutral,Second,First
ODI # 2960,West Indies,Australia,Winner1stInning,Melbourne,"Feb 19, 2010",Australia,Australia,Away,Home,Second,First
ODI # 2961,South Africa,India,Winner1stInning,Jaipur,"Feb 21, 2010",India,India,Away,Home,Second,First
ODI # 2962,South Africa,India,Winner1stInning,Gwalior,"Feb 24, 2010",India,India,Away,Home,Second,First
ODI # 2963,South Africa,India,Winner1stInning,Ahmedabad,"Feb 27, 2010",South Africa,India,Away,Home,First,Second
ODI # 2964,England,Bangladesh,Winner2ndInning,Dhaka,"Feb 28, 2010",England,Bangladesh,Away,Home,Second,First
ODI # 2965,England,Bangladesh,Winner2ndInning,Dhaka,"Mar 2, 2010",England,Bangladesh,Away,Home,Second,First
ODI # 2966,Australia,New Zealand,Winner2ndInning,Napier,"Mar 3, 2010",New Zealand,New Zealand,Away,Home,First,Second
ODI # 2967,Zimbabwe,West Indies,Winner1stInning,Providence,"Mar 4, 2010",Zimbabwe,West Indies,Away,Home,First,Second
ODI # 2968,England,Bangladesh,Winner1stInning,Chittagong,"Mar 5, 2010",England,Bangladesh,Away,Home,First,Second
ODI # 2969,Australia,New Zealand,Winner1stInning,Auckland,"Mar 6, 2010",Australia,New Zealand,Away,Home,First,Second
ODI # 2970,Zimbabwe,West Indies,Winner2ndInning,Providence,"Mar 6, 2010",West Indies,West Indies,Away,Home,First,Second
ODI # 2971,Australia,New Zealand,Winner2ndInning,Hamilton,"Mar 9, 2010",Australia,New Zealand,Away,Home,Second,First
ODI # 2972,Zimbabwe,West Indies,Winner1stInning,Kingstown,"Mar 10, 2010",West Indies,West Indies,Away,Home,Second,First
ODI # 2973,Australia,New Zealand,Winner2ndInning,Auckland,"Mar 11, 2010",Australia,New Zealand,Away,Home,Second,First
ODI # 2974,Zimbabwe,West Indies,Winner2ndInning,Kingstown,"Mar 12, 2010",West Indies,West Indies,Away,Home,First,Second
ODI # 2975,Australia,New Zealand,Winner1stInning,Wellington,"Mar 13, 2010",New Zealand,New Zealand,Away,Home,Second,First
ODI # 2976,Zimbabwe,West Indies,Winner2ndInning,Kingstown,"Mar 14, 2010",West Indies,West Indies,Away,Home,First,Second
ODI # 2977,Canada,West Indies,Winner1stInning,Kingston,"Apr 13, 2010",West Indies,West Indies,Away,Home,Second,First
ODI # 2978,Ireland,West Indies,Winner2ndInning,Kingston,"Apr 15, 2010",West Indies,West Indies,Away,Home,First,Second
ODI # 2979,South Africa,West Indies,Winner1stInning,North Sound,"May 22, 2010",South Africa,West Indies,Away,Home,First,Second
ODI # 2980,South Africa,West Indies,Winner1stInning,North Sound,"May 24, 2010",South Africa,West Indies,Away,Home,First,Second
ODI # 2981,India,Zimbabwe,Winner2ndInning,Bulawayo,"May 28, 2010",Zimbabwe,Zimbabwe,Away,Home,First,Second
ODI # 2982,South Africa,West Indies,Winner1stInning,Roseau,"May 28, 2010",South Africa,West Indies,Away,Home,First,Second
ODI # 2983,Sri Lanka,India,Winner2ndInning,Bulawayo,"May 30, 2010",India,Zimbabwe,Neutral,Neutral,First,Second
ODI # 2984,South Africa,West Indies,Winner2ndInning,Roseau,"May 30, 2010",South Africa,West Indies,Away,Home,Second,First
ODI # 2985,Sri Lanka,Zimbabwe,Winner2ndInning,Bulawayo,"Jun 1, 2010",Sri Lanka,Zimbabwe,Away,Home,Second,First
ODI # 2986,India,Zimbabwe,Winner2ndInning,Harare,"Jun 3, 2010",Zimbabwe,Zimbabwe,Away,Home,First,Second
ODI # 2987,South Africa,West Indies,Winner2ndInning,Port of Spain,"Jun 3, 2010",South Africa,West Indies,Away,Home,Second,First
ODI # 2988,Sri Lanka,India,Winner2ndInning,Harare,"Jun 5, 2010",Sri Lanka,Zimbabwe,Neutral,Neutral,Second,First
ODI # 2989,Sri Lanka,Zimbabwe,Winner2ndInning,Harare,"Jun 7, 2010",Zimbabwe,Zimbabwe,Away,Home,First,Second
ODI # 2990,Sri Lanka,Zimbabwe,Winner2ndInning,Harare,"Jun 9, 2010",Sri Lanka,Zimbabwe,Away,Home,Second,First
ODI # 2991,Pakistan,Sri Lanka,Winner1stInning,Dambulla,"Jun 15, 2010",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 2992,Scotland,Netherlands,Winner2ndInning,Rotterdam,"Jun 15, 2010",Netherlands,Netherlands,Away,Home,First,Second
ODI # 2993,India,Bangladesh,Winner2ndInning,Dambulla,"Jun 16, 2010",India,Sri Lanka,Neutral,Neutral,Second,First
ODI # 2994,Australia,Ireland,Winner1stInning,Dublin,"Jun 17, 2010",Australia,Ireland,Away,Home,First,Second
ODI # 2995,Bangladesh,Sri Lanka,Winner1stInning,Dambulla,"Jun 18, 2010",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 2996,Pakistan,India,Winner2ndInning,Dambulla,"Jun 19, 2010",India,Sri Lanka,Neutral,Neutral,First,Second
ODI # 2997,England,Scotland,Winner2ndInning,Edinburgh,"Jun 19, 2010",England,Scotland,Away,Home,Second,First
ODI # 2998,Pakistan,Bangladesh,Winner1stInning,Dambulla,"Jun 21, 2010",Pakistan,Sri Lanka,Neutral,Neutral,First,Second
ODI # 2999,India,Sri Lanka,Winner2ndInning,Dambulla,"Jun 22, 2010",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 3000,Australia,England,Winner2ndInning,Southampton,"Jun 22, 2010",England,England,Away,Home,First,Second
ODI # 3001,India,Sri Lanka,Winner1stInning,Dambulla,"Jun 24, 2010",India,Sri Lanka,Away,Home,First,Second
ODI # 3002,Australia,England,Winner2ndInning,Cardiff,"Jun 24, 2010",England,England,Away,Home,First,Second
ODI # 3003,Australia,England,Winner2ndInning,Manchester,"Jun 27, 2010",England,England,Away,Home,First,Second
ODI # 3004,Australia,England,Winner1stInning,The Oval,"Jun 30, 2010",Australia,England,Away,Home,First,Second
ODI # 3005,Canada,Afghanistan,Winner2ndInning,The Hague,"Jul 1, 2010",Afghanistan,Netherlands,Neutral,Neutral,First,Second
ODI # 3006,Kenya,Ireland,Winner2ndInning,Rotterdam,"Jul 1, 2010",Ireland,Netherlands,Neutral,Neutral,First,Second
ODI # 3007,Scotland,Netherlands,Winner2ndInning,Amstelveen,"Jul 1, 2010",Scotland,Netherlands,Away,Home,Second,First
ODI # 3008,Ireland,Afghanistan,Winner1stInning,Rotterdam,"Jul 3-4, 2010",Ireland,Netherlands,Neutral,Neutral,First,Second
ODI # 3009,Scotland,Canada,Winner1stInning,Amstelveen,"Jul 3, 2010",Scotland,Netherlands,Neutral,Neutral,First,Second
ODI # 3010,Kenya,Netherlands,Winner1stInning,The Hague,"Jul 3, 2010",Netherlands,Netherlands,Away,Home,Second,First
ODI # 3011,Australia,England,Winner1stInning,Lord's,"Jul 3, 2010",Australia,England,Away,Home,First,Second
ODI # 3012,Kenya,Afghanistan,Winner2ndInning,Amstelveen,"Jul 5, 2010",Afghanistan,Netherlands,Neutral,Neutral,First,Second
ODI # 3013,Scotland,Ireland,Winner2ndInning,The Hague,"Jul 5, 2010",Ireland,Netherlands,Neutral,Neutral,First,Second
ODI # 3014,Canada,Netherlands,Winner2ndInning,Rotterdam,"Jul 5, 2010",Netherlands,Netherlands,Away,Home,First,Second
ODI # 3015,Ireland,Canada,Winner2ndInning,Amstelveen,"Jul 7, 2010",Ireland,Netherlands,Neutral,Neutral,Second,First
ODI # 3016,Scotland,Kenya,Winner1stInning,Rotterdam,"Jul 7, 2010",Scotland,Netherlands,Neutral,Neutral,First,Second
ODI # 3017,Afghanistan,Netherlands,Winner2ndInning,The Hague,"Jul 7, 2010",Afghanistan,Netherlands,Away,Home,Second,First
ODI # 3018,Bangladesh,England,Winner2ndInning,Nottingham,"Jul 8, 2010",England,England,Away,Home,First,Second
ODI # 3019,Scotland,Afghanistan,Winner2ndInning,Rotterdam,"Jul 9, 2010",Scotland,Netherlands,Neutral,Neutral,Second,First
ODI # 3020,Kenya,Canada,Winner2ndInning,Schiedam,"Jul 9, 2010",Canada,Netherlands,Neutral,Neutral,First,Second
ODI # 3021,Ireland,Netherlands,Winner1stInning,Amstelveen,"Jul 9, 2010",Ireland,Netherlands,Away,Home,First,Second
ODI # 3022,Kenya,Canada,Winner2ndInning,Schiedam,"Jul 10, 2010",Canada,Netherlands,Neutral,Neutral,First,Second
ODI # 3023,Scotland,Ireland,Winner2ndInning,Amstelveen,"Jul 10, 2010",Ireland,Netherlands,Neutral,Neutral,First,Second
ODI # 3024,Afghanistan,Netherlands,Winner2ndInning,Rotterdam,"Jul 10, 2010",Afghanistan,Netherlands,Away,Home,Second,First
ODI # 3025,Bangladesh,England,Winner1stInning,Bristol,"Jul 10, 2010",Bangladesh,England,Away,Home,First,Second
ODI # 3026,Bangladesh,England,Winner1stInning,Birmingham,"Jul 12, 2010",England,England,Away,Home,Second,First
ODI # 3027,Bangladesh,Ireland,Winner2ndInning,Belfast,"Jul 15, 2010",Ireland,Ireland,Away,Home,First,Second
ODI # 3028,Bangladesh,Ireland,Winner2ndInning,Belfast,"Jul 16, 2010",Bangladesh,Ireland,Away,Home,Second,First
ODI # 3029,Netherlands,Bangladesh,Winner2ndInning,Glasgow,"Jul 20, 2010",Netherlands,Scotland,Neutral,Neutral,Second,First
ODI # 3030,New Zealand,India,Winner1stInning,Dambulla,"Aug 10, 2010",New Zealand,Sri Lanka,Neutral,Neutral,First,Second
ODI # 3031,New Zealand,Sri Lanka,Winner2ndInning,Dambulla,"Aug 13, 2010",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 3032,India,Sri Lanka,Winner2ndInning,Dambulla,"Aug 16, 2010",India,Sri Lanka,Away,Home,Second,First
ODI # 3033,Afghanistan,Scotland,Winner2ndInning,Ayr,"Aug 16, 2010",Afghanistan,Scotland,Away,Home,Second,First
ODI # 3034,Netherlands,Ireland,Winner1stInning,Dublin,"Aug 16, 2010",Ireland,Ireland,Away,Home,Second,First
ODI # 3035,Afghanistan,Scotland,Winner2ndInning,Ayr,"Aug 17, 2010",Scotland,Scotland,Away,Home,First,Second
ODI # 3036,Netherlands,Ireland,Winner2ndInning,Dublin,"Aug 18, 2010",Ireland,Ireland,Away,Home,First,Second
ODI # 3038,India,Sri Lanka,Winner2ndInning,Dambulla,"Aug 22, 2010",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 3039,New Zealand,India,Winner1stInning,Dambulla,"Aug 25, 2010",India,Sri Lanka,Neutral,Neutral,Second,First
ODI # 3040,India,Sri Lanka,Winner1stInning,Dambulla,"Aug 28, 2010",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 3041,Ireland,Canada,Winner1stInning,Toronto,"Sep 6, 2010",Canada,Canada,Away,Home,Second,First
ODI # 3042,Ireland,Canada,Winner1stInning,Toronto,"Sep 7, 2010",Ireland,Canada,Away,Home,First,Second
ODI # 3043,Pakistan,England,Winner1stInning,Chester,"Sep 10, 2010",England,England,Away,Home,Second,First
ODI # 3044,Pakistan,England,Winner2ndInning,Leeds,"Sep 12, 2010",England,England,Away,Home,First,Second
ODI # 3045,Pakistan,England,Winner1stInning,The Oval,"Sep 17, 2010",Pakistan,England,Away,Home,First,Second
ODI # 3046,Pakistan,England,Winner1stInning,Lord's,"Sep 20, 2010",Pakistan,England,Away,Home,First,Second
ODI # 3047,Pakistan,England,Winner1stInning,Southampton,"Sep 22, 2010",England,England,Away,Home,Second,First
ODI # 3048,Ireland,Zimbabwe,Winner2ndInning,Harare,"Sep 26, 2010",Zimbabwe,Zimbabwe,Away,Home,First,Second
ODI # 3049,Ireland,Zimbabwe,Winner2ndInning,Harare,"Sep 28, 2010",Zimbabwe,Zimbabwe,Away,Home,First,Second
ODI # 3050,Ireland,Zimbabwe,Winner1stInning,Harare,"Sep 30, 2010",Ireland,Zimbabwe,Away,Home,First,Second
ODI # 3051,New Zealand,Bangladesh,Winner1stInning,Dhaka,"Oct 5, 2010",Bangladesh,Bangladesh,Away,Home,Second,First
ODI # 3052,Afghanistan,Kenya,Winner1stInning,Nairobi,"Oct 7, 2010",Kenya,Kenya,Away,Home,Second,First
ODI # 3053,Afghanistan,Kenya,Winner2ndInning,Nairobi,"Oct 9, 2010",Afghanistan,Kenya,Away,Home,Second,First
ODI # 3054,New Zealand,Bangladesh,Winner2ndInning,Dhaka,"Oct 11, 2010",Bangladesh,Bangladesh,Away,Home,First,Second
ODI # 3055,Afghanistan,Kenya,Winner2ndInning,Nairobi,"Oct 11, 2010",Kenya,Kenya,Away,Home,First,Second
ODI # 3056,New Zealand,Bangladesh,Winner1stInning,Dhaka,"Oct 14, 2010",Bangladesh,Bangladesh,Away,Home,Second,First
ODI # 3057,Zimbabwe,South Africa,Winner1stInning,Bloemfontein,"Oct 15, 2010",South Africa,South Africa,Away,Home,Second,First
ODI # 3058,New Zealand,Bangladesh,Winner1stInning,Dhaka,"Oct 17, 2010",Bangladesh,Bangladesh,Away,Home,Second,First
ODI # 3059,Zimbabwe,South Africa,Winner2ndInning,Potchefstroom,"Oct 17, 2010",South Africa,South Africa,Away,Home,First,Second
ODI # 3060,Australia,India,Winner2ndInning,Visakhapatnam,"Oct 20, 2010",India,India,Away,Home,First,Second
ODI # 3061,Zimbabwe,South Africa,Winner1stInning,Benoni,"Oct 22, 2010",South Africa,South Africa,Away,Home,Second,First
ODI # 3062,South Africa,Pakistan,Winner2ndInning,Abu Dhabi,"Oct 29, 2010",South Africa,U.A.E.,Neutral,Neutral,Second,First
ODI # 3063,South Africa,Pakistan,Winner2ndInning,Abu Dhabi,"Oct 31, 2010",Pakistan,U.A.E.,Neutral,Neutral,First,Second
ODI # 3064,South Africa,Pakistan,Winner1stInning,Dubai,"Nov 2, 2010",South Africa,U.A.E.,Neutral,Neutral,First,Second
ODI # 3065,Sri Lanka,Australia,Winner2ndInning,Melbourne,"Nov 3, 2010",Sri Lanka,Australia,Away,Home,Second,First
ODI # 3066,Sri Lanka,Australia,Winner1stInning,Sydney,"Nov 5, 2010",Sri Lanka,Australia,Away,Home,First,Second
ODI # 3067,South Africa,Pakistan,Winner2ndInning,Dubai,"Nov 5, 2010",Pakistan,U.A.E.,Neutral,Neutral,First,Second
ODI # 3068,Sri Lanka,Australia,Winner2ndInning,Brisbane,"Nov 7, 2010",Australia,Australia,Away,Home,First,Second
ODI # 3069,South Africa,Pakistan,Winner1stInning,Dubai,"Nov 8, 2010",South Africa,U.A.E.,Neutral,Neutral,First,Second
ODI # 3070,New Zealand,India,Winner1stInning,Guwahati,"Nov 28, 2010",India,India,Away,Home,Second,First
ODI # 3071,Zimbabwe,Bangladesh,Winner1stInning,Dhaka,"Dec 1, 2010",Zimbabwe,Bangladesh,Away,Home,First,Second
ODI # 3072,New Zealand,India,Winner2ndInning,Jaipur,"Dec 1, 2010",India,India,Away,Home,First,Second
ODI # 3073,Zimbabwe,Bangladesh,Winner2ndInning,Dhaka,"Dec 3, 2010",Bangladesh,Bangladesh,Away,Home,First,Second
ODI # 3074,New Zealand,India,Winner2ndInning,Vadodara,"Dec 4, 2010",India,India,Away,Home,First,Second
ODI # 3075,Zimbabwe,Bangladesh,Winner1stInning,Dhaka,"Dec 6, 2010",Bangladesh,Bangladesh,Away,Home,Second,First
ODI # 3076,New Zealand,India,Winner2ndInning,Bengaluru,"Dec 7, 2010",India,India,Away,Home,First,Second
ODI # 3077,New Zealand,India,Winner2ndInning,Chennai,"Dec 10, 2010",India,India,Away,Home,First,Second
ODI # 3078,Zimbabwe,Bangladesh,Winner2ndInning,Chittagong,"Dec 12, 2010",Bangladesh,Bangladesh,Away,Home,First,Second
ODI # 3079,India,South Africa,Winner1stInning,Durban,"Jan 12, 2011",South Africa,South Africa,Away,Home,Second,First
ODI # 3080,India,South Africa,Winner1stInning,Johannesburg,"Jan 15, 2011",India,South Africa,Away,Home,First,Second
ODI # 3081,England,Australia,Winner2ndInning,Melbourne,"Jan 16, 2011",Australia,Australia,Away,Home,First,Second
ODI # 3082,India,South Africa,Winner2ndInning,Cape Town,"Jan 18, 2011",India,South Africa,Away,Home,Second,First
ODI # 3083,England,Australia,Winner1stInning,Hobart,"Jan 21, 2011",Australia,Australia,Away,Home,Second,First
ODI # 3084,India,South Africa,Winner1stInning,Port Elizabeth,"Jan 21, 2011",South Africa,South Africa,Away,Home,Second,First
ODI # 3085,Pakistan,New Zealand,Winner2ndInning,Wellington,"Jan 22, 2011",New Zealand,New Zealand,Away,Home,First,Second
ODI # 3086,England,Australia,Winner2ndInning,Sydney,"Jan 23, 2011",Australia,Australia,Away,Home,First,Second
ODI # 3087,India,South Africa,Winner1stInning,Centurion,"Jan 23, 2011",South Africa,South Africa,Away,Home,Second,First
ODI # 3089,England,Australia,Winner1stInning,Adelaide,"Jan 26, 2011",England,Australia,Away,Home,First,Second
ODI # 3090,Pakistan,New Zealand,Winner1stInning,Christchurch,"Jan 29, 2011",Pakistan,New Zealand,Away,Home,First,Second
ODI # 3091,England,Australia,Winner1stInning,Brisbane,"Jan 30, 2011",Australia,Australia,Away,Home,Second,First
ODI # 3093,Pakistan,New Zealand,Winner2ndInning,Napier,"Feb 1, 2011",Pakistan,New Zealand,Away,Home,Second,First
ODI # 3094,England,Australia,Winner2ndInning,Sydney,"Feb 2, 2011",Australia,Australia,Away,Home,First,Second
ODI # 3095,Pakistan,New Zealand,Winner1stInning,Hamilton,"Feb 3, 2011",Pakistan,New Zealand,Away,Home,First,Second
ODI # 3096,West Indies,Sri Lanka,Winner2ndInning,Colombo,"Feb 3, 2011",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 3097,Pakistan,New Zealand,Winner1stInning,Auckland,"Feb 5, 2011",New Zealand,New Zealand,Away,Home,Second,First
ODI # 3098,England,Australia,Winner1stInning,Perth,"Feb 6, 2011",Australia,Australia,Away,Home,Second,First
ODI # 3099,West Indies,Sri Lanka,Winner1stInning,Colombo,"Feb 6, 2011",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 3100,India,Bangladesh,Winner1stInning,Dhaka,"Feb 19, 2011",India,Bangladesh,Away,Home,First,Second
ODI # 3101,New Zealand,Kenya,Winner2ndInning,Chennai,"Feb 20, 2011",New Zealand,India,Neutral,Neutral,Second,First
ODI # 3102,Canada,Sri Lanka,Winner1stInning,Hambantota,"Feb 20, 2011",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 3103,Zimbabwe,Australia,Winner1stInning,Ahmedabad,"Feb 21, 2011",Australia,India,Neutral,Neutral,Second,First
ODI # 3104,Netherlands,England,Winner2ndInning,Nagpur,"Feb 22, 2011",England,India,Neutral,Neutral,First,Second
ODI # 3105,Pakistan,Kenya,Winner1stInning,Hambantota,"Feb 23, 2011",Pakistan,Sri Lanka,Neutral,Neutral,First,Second
ODI # 3106,West Indies,South Africa,Winner2ndInning,Delhi,"Feb 24, 2011",South Africa,India,Neutral,Neutral,First,Second
ODI # 3107,New Zealand,Australia,Winner2ndInning,Nagpur,"Feb 25, 2011",Australia,India,Neutral,Neutral,First,Second
ODI # 3108,Ireland,Bangladesh,Winner1stInning,Dhaka,"Feb 25, 2011",Bangladesh,Bangladesh,Away,Home,Second,First
ODI # 3109,Pakistan,Sri Lanka,Winner1stInning,Colombo,"Feb 26, 2011",Pakistan,Sri Lanka,Away,Home,First,Second
ODI # 3111,Zimbabwe,Canada,Winner1stInning,Nagpur,"Feb 28, 2011",Zimbabwe,India,Neutral,Neutral,First,Second
ODI # 3112,West Indies,Netherlands,Winner1stInning,Delhi,"Feb 28, 2011",West Indies,India,Neutral,Neutral,First,Second
ODI # 3113,Kenya,Sri Lanka,Winner2ndInning,Colombo,"Mar 1, 2011",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 3114,Ireland,England,Winner2ndInning,Bengaluru,"Mar 2, 2011",Ireland,India,Neutral,Neutral,Second,First
ODI # 3115,South Africa,Netherlands,Winner1stInning,Mohali,"Mar 3, 2011",South Africa,,Neutral,Neutral,First,Second
ODI # 3116,Pakistan,Canada,Winner1stInning,Colombo,"Mar 3, 2011",Pakistan,Sri Lanka,Neutral,Neutral,First,Second
ODI # 3117,Zimbabwe,New Zealand,Winner2ndInning,Ahmedabad,"Mar 4, 2011",New Zealand,India,Neutral,Neutral,First,Second
ODI # 3118,West Indies,Bangladesh,Winner2ndInning,Dhaka,"Mar 4, 2011",West Indies,Bangladesh,Away,Home,Second,First
ODI # 3120,South Africa,England,Winner1stInning,Chennai,"Mar 6, 2011",England,India,Neutral,Neutral,Second,First
ODI # 3121,Ireland,India,Winner2ndInning,Bengaluru,"Mar 6, 2011",India,India,Away,Home,First,Second
